|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|numexpress|rdeco|count_word_text|count_word_sent
869|разнообразный|разнообразной|разнообразной|ADJF|859|68|14||||1|1.0
870|статистический|статистической|статистической|ADJF|860|68|15||||1|1.0
871|информация|информации|информации|NOUN|861|68|16||||1|1.0
872|о|об|об|PREP|862|68|17|BADW|||2|1.0
873|обрабатываемый|обрабатываемых|обрабатываемых|PRTF|863|68|18||||1|1.0
874|объект|объектах|объектах|NOUN|864|68|19||||1|1.0
875|.|.|.|PNCT|865|68|20|PNCT|||110|1.0
876|с|с|С|NOUN|866|69|1|BADW|||25|2.0
877|учет|учетом|учетом|NOUN|867|69|2||||1|1.0
878|этот|этих|этих|ADJF|868|69|3|BADW|||11|1.0
879|фактор|факторов|факторов|NOUN|869|69|4||||1|1.0
880|,|,|,|PNCT|870|69|5|PNCT|||134|2.0
881|в|в|в|NOUN|871|69|6|BADW|||50|1.0
882|качество|качестве|качестве|NOUN|872|69|7||||13|1.0
883|базовый|базового|базового|ADJF|873|69|8||||2|1.0
884|пакет|пакета|пакета|NOUN|874|69|9||||1|1.0
885|работа|работы|работы|NOUN|875|69|10||||6|1.0
886|с|с|с|NOUN|876|69|11|BADW|||25|2.0
887|данные|данными|данными|NOUN|877|69|12||||11|1.0
888|есть|был|был|VERB|878|69|13|BADW|||8|1.0
889|выбран|выбран|выбран|PRTS|879|69|14||||1|1.0
890|pandas|pandas|Pandas|LATN|880|69|15|LATN|||3|1.0
891|,|,|,|PNCT|881|69|16|PNCT|||134|2.0
892|который|который|который|ADJF|882|69|17|BADW|||9|1.0
893|помимо|помимо|помимо|PREP|883|69|18|BADW|||3|1.0
894|описанный|описанных|описанных|PRTF|884|69|19||||1|1.0
895|выше|выше|выше|ADVB|885|69|20|BADW|||1|1.0
896|задача|задач|задач|NOUN|886|69|21||||4|1.0
897|позволил|позволил|позволил|VERB|887|69|22||||1|1.0
898|проводить|проводить|проводить|INFN|888|69|23||||1|1.0
899|пакетный|пакетную|пакетную|ADJF|889|69|24||||1|1.0
900|лемматизация|лемматизацию|лемматизацию|NOUN|890|69|25||||2|1.0
901|.|.|.|PNCT|891|69|26|PNCT|||110|1.0
902|после|после|После|ADVB|892|70|1|BADW|||3|1.0
903|анализ|анализа|анализа|NOUN|893|70|2||||8|1.0
904|доступный|доступных|доступных|ADJF|894|70|3||||1|1.0
905|для|для|для|PREP|895|70|4|BADW|||12|1.0
906|работа|работы|работы|NOUN|896|70|5||||6|1.0
907|словарь|словарей|словарей|NOUN|897|70|6||||9|1.0
908|русский|русского|русского|ADJF|898|70|7||||3|1.0
909|язык|языка|языка|NOUN|899|70|8||||2|1.0
910|за|за|за|PREP|900|70|9|BADW|||1|1.0
911|основа|основу|основу|NOUN|901|70|10||||2|1.0
912|есть|был|был|VERB|902|70|11|BADW|||8|1.0
913|взят|взят|взят|PRTS|903|70|12||||1|1.0
914|opencorpora|opencorpora|OpenCorpora|LATN|904|70|13|LATN|||1|1.0
915|,|,|,|PNCT|905|70|14|PNCT|||134|1.0
916|к|к|к|NOUN|906|70|15|BADW|||17|1.0
917|слово|слову|слову|NOUN|907|70|16||||34|1.0
918|использующийся|использующийся|использующийся|PRTF|908|70|17||||1|1.0
919|и|и|и|PRCL|909|70|18|BADW|||43|1.0
920|в|в|в|NOUN|910|70|19|BADW|||50|1.0
921|pymorphy2|pymorphy2|pymorphy2|LATN|911|70|20|LATN|||4|1.0
922|.|.|.|PNCT|912|70|21|PNCT|||110|1.0
923|он|он|Он|NPRO|913|71|1|BADW|||2|1.0
924|подвергнулся|подвергся|подвергся|VERB|914|71|2||||1|1.0
925|трансформация|трансформации|трансформации|NOUN|915|71|3||||2|1.0
926|в|в|в|NOUN|916|71|4|BADW|||50|1.0
927|форма|форму|форму|NOUN|917|71|5||||2|1.0
928|удобный|удобную|удобную|ADJF|918|71|6||||1|1.0
929|для|для|для|PREP|919|71|7|BADW|||12|1.0
930|работа|работы|работы|NOUN|920|71|8||||6|1.0
931|с|с|с|NOUN|921|71|9|BADW|||25|1.0
932|pandas|pandas|Pandas|LATN|922|71|10|LATN|||3|1.0
933|,|,|,|PNCT|923|71|11|PNCT|||134|1.0
934|после|после|после|ADVB|924|71|12|BADW|||3|1.0
935|чего|чего|чего|ADVB|925|71|13|BADW|||2|1.0
936|.|.|.|PNCT|926|71|14|PNCT|||110|1.0
937|из|из|из|PREP|927|72|1|BADW|||13|1.0
938|он|него|него|NPRO|928|72|2|BADW|||2|1.0
939|выделен|выделены|выделены|PRTS|929|72|3||||1|1.0
940|следующий|следующие|следующие|ADJF|930|72|4||||3|1.0
941|словарь|словари|словари|NOUN|931|72|5||||9|1.0
942|.|.|.|PNCT|932|72|6|PNCT|||110|1.0
943|большой|большой|большой|ADJF|933|73|1||||2|1.0
944|,|,|,|PNCT|934|73|2|PNCT|||134|1.0
945|весь|вся|вся|ADJF|935|73|3||||3|1.0
946|база|база|база|NOUN|936|73|4||||1|1.0
947|слово|слов|слов|NOUN|937|73|5||||34|1.0
948|.|.|.|PNCT|938|73|6|PNCT|||110|1.0
949|плохой|плохие|плохие|ADJF|939|74|1||||2|1.0
950|слово|слова|слова|NOUN|940|74|2||||34|2.0
951|,|,|,|PNCT|941|74|3|PNCT|||134|2.0
952|слово|слова|слова|NOUN|942|74|4||||34|2.0
953|,|,|,|PNCT|943|74|5|PNCT|||134|2.0
954|исключаемый|исключаемые|исключаемые|PRTF|944|74|6||||1|1.0
955|из|из|из|PREP|945|74|7|BADW|||13|1.0
956|анализ|анализа|анализа|NOUN|946|74|8||||8|1.0
957|текст|текста|текста|NOUN|947|74|9||||28|1.0
958|в|в|в|NOUN|948|74|10|BADW|||50|1.0
959|связь|связи|связи|NOUN|949|74|11||||1|1.0
960|с|с|с|NOUN|950|74|12|BADW|||25|1.0
961|отсутствие|отсутствием|отсутствием|NOUN|951|74|13||||2|1.0
962|значимость|значимости|значимости|NOUN|952|74|14||||1|1.0
963|.|.|.|PNCT|953|74|15|PNCT|||110|1.0
964|специальный|специальный|специальный|ADJF|954|75|1||||1|1.0
965|,|,|,|PNCT|955|75|2|PNCT|||134|1.0
966|словарь|словарь|словарь|NOUN|956|75|3||||9|1.0
967|специализированный|специализированных|специализированных|ADJF|957|75|4||||3|1.0
968|отраслевых|отраслевых|отраслевых|ABVR|958|75|5|ABVR|||1|1.0
969|слово|слов|слов|NOUN|959|75|6||||34|1.0
970|.|.|.|PNCT|960|75|7|PNCT|||110|1.0
971|в|в|В|NOUN|961|76|1|BADW|||50|1.0
972|словарь|словарь|словарь|NOUN|962|76|2||||9|1.0
973|не|не|не|PRCL|963|76|3||||26|1.0
974|включён|включены|включены|PRTS|964|76|4||||1|1.0
975|имя|имена|имена|NOUN|965|76|5||||2|2.0
976|собственный|собственные|собственные|ADJF|966|76|6||||1|1.0
977|,|,|,|PNCT|967|76|7|PNCT|||134|8.0
978|название|названия|названия|NOUN|968|76|8||||2|1.0
979|,|,|,|PNCT|969|76|9|PNCT|||134|8.0
980|имя|имена|имена|NOUN|970|76|10||||2|2.0
981|,|,|,|PNCT|971|76|11|PNCT|||134|8.0
982|фамилия|фамилии|фамилии|NOUN|972|76|12||||1|1.0
983|,|,|,|PNCT|973|76|13|PNCT|||134|8.0
984|адрес|адреса|адреса|NOUN|974|76|14||||1|1.0
985|,|,|,|PNCT|975|76|15|PNCT|||134|8.0
986|продукция|продукция|продукция|NOUN|976|76|16||||2|1.0
987|,|,|,|PNCT|977|76|17|PNCT|||134|8.0
988|изделие|изделия|изделия|NOUN|978|76|18||||1|1.0
989|,|,|,|PNCT|979|76|19|PNCT|||134|8.0
990|компания|компании|компании|NOUN|980|76|20||||1|1.0
991|,|,|,|PNCT|981|76|21|PNCT|||134|8.0
992|персона|персоны|персоны|NOUN|982|76|22||||1|1.0
993|и|и|и|PRCL|983|76|23|BADW|||43|1.0
994|т.д|т.д|т.д|REDU|984|76|24|BADW|||3|1.0
995|.|.|.|PNCT|985|76|25|PNCT|||110|1.0
996|этот|это|Это|ADJF|986|77|1|BADW|||11|1.0
997|принципиальный|принципиальное|принципиальное|ADJF|987|77|2||||1|1.0
998|и|и|и|PRCL|988|77|3|BADW|||43|2.0
999|осознанный|осознанное|осознанное|ADJF|989|77|4||||1|1.0
1000|решение|решение|решение|NOUN|990|77|5||||1|1.0
1001|,|,|,|PNCT|991|77|6|PNCT|||134|3.0
1002|поскольку|поскольку|поскольку|CONJ|992|77|7|BADW|||2|1.0
1003|в|в|в|NOUN|993|77|8|BADW|||50|1.0
1004|любой|любой|любой|NPRO|994|77|9|BADW|||3|1.0
1005|живой|живой|живой|NOUN|995|77|10||||1|1.0
1006|отрасли/направлении|отрасли/направлении|отрасли/направлении|NAME|996|77|11|NAME|||1|1.0
1007|,|,|,|PNCT|997|77|12|PNCT|||134|3.0
1008|такой|такой|такой|ADJF|998|77|13|BADW|||3|1.0
1009|подход|подход|подход|NOUN|999|77|14||||1|1.0
1010|потребовал|потребовал|потребовал|VERB|1000|77|15||||1|1.0
1011|бы|бы|бы|PRCL|1001|77|16|BADW|||2|1.0
1012|постоянный|постоянного|постоянного|ADJF|1002|77|17||||1|1.0
1013|контроль|контроля|контроля|NOUN|1003|77|18||||2|1.0
1014|и|и|и|PRCL|1004|77|19|BADW|||43|2.0
1015|ручной|ручного|ручного|ADJF|1005|77|20||||6|1.0
1016|дополнение|дополнения|дополнения|NOUN|1006|77|21||||1|1.0
1017|словарь|словарей|словарей|NOUN|1007|77|22||||9|1.0
1018|,|,|,|PNCT|1008|77|23|PNCT|||134|3.0
1019|что|что|что|PRCL|1009|77|24|BADW|||9|1.0
1020|гублю|губит|губит|VERB|1010|77|25||||1|1.0
1021|идея|идею|идею|NOUN|1011|77|26||||3|1.0
1022|облегчение|облегчения|облегчения|NOUN|1012|77|27||||1|1.0
1023|труд|труда|труда|NOUN|1013|77|28||||1|1.0
1024|через|через|через|PREP|1014|77|29|BADW|||2|1.0
1025|автоматизация|автоматизацию|автоматизацию|NOUN|1015|77|30||||2|1.0
1026|.|.|.|PNCT|1016|77|31|PNCT|||110|1.0
1027|словарь|словари|словари|NOUN|1017|78|1||||9|1.0
1028|сохранён|сохранены|сохранены|PRTS|1018|78|2||||1|1.0
1029|юникоде|юникоде|юникоде|UNKN|1019|78|3|UNKN|||2|1.0
1030|.|.|.|PNCT|1020|78|4|PNCT|||110|1.0
1031|словарь|словари|словари|NOUN|1021|79|1||||9|1.0
1032|хранюсь|хранятся|хранятся|VERB|1022|79|2||||1|1.0
1033|в|в|в|NOUN|1023|79|3|BADW|||50|1.0
1034|простой|простом|простом|ADJF|1024|79|4||||1|1.0
1035|текстовой|текстовом|текстовом|ADJF|1025|79|5||||1|1.0
1036|формат|формате|формате|NOUN|1026|79|6||||3|1.0
1037|для|для|для|PREP|1027|79|7|BADW|||12|1.0
1038|управление|управления|управления|NOUN|1028|79|8||||1|1.0
1039|из|из|из|PREP|1029|79|9|BADW|||13|1.0
1040|любой|любой|любой|NPRO|1030|79|10|BADW|||3|1.0
1041|внешний|внешней|внешней|ADJF|1031|79|11||||1|1.0
1042|программа|программы|программы|NOUN|1032|79|12||||2|1.0
1043|.|.|.|PNCT|1033|79|13|PNCT|||110|1.0
1044|поскольку|поскольку|Поскольку|CONJ|1034|80|1|BADW|||2|1.0
1045|основа|основа|основа|NOUN|1035|80|2||||2|1.0
1046|для|для|для|PREP|1036|80|3|BADW|||12|1.0
1047|словарь|словарей|словарей|NOUN|1037|80|4||||9|1.0
1048|в|в|в|NOUN|1038|80|5|BADW|||50|1.0
1049|nrlpk|nrlpk|nrlpk|LATN|1039|80|6|LATN|||13|1.0
1050|и|и|и|PRCL|1040|80|7|BADW|||43|2.0
1051|pymorphy2|pymorphy2|pymorphy2|LATN|1041|80|8|LATN|||4|1.0
1052|идентичен|идентична|идентична|ADJS|1042|80|9||||2|1.0
1053|,|,|,|PNCT|1043|80|10|PNCT|||134|1.0
1054|тот|то|то|ADJF|1044|80|11|BADW|||9|1.0
1055|и|и|и|PRCL|1045|80|12|BADW|||43|2.0
1056|обозначение|обозначение|обозначение|NOUN|1046|80|13||||3|1.0
1057|часть|частей|частей|NOUN|1047|80|14||||3|1.0
1058|речь|речи|речи|NOUN|1048|80|15||||2|1.0
1059|граммем|граммем|граммем|ABVR|1049|80|16|ABVR|||1|1.0
1060|являюсь|является|является|VERB|1050|80|17||||1|1.0
1061|идентичный|идентичным|идентичным|ADJF|1051|80|18||||1|1.0
1062|.|.|.|PNCT|1052|80|19|PNCT|||110|1.0
1063|число|число|Число|NOUN|1053|81|1||||11|1.0
1064|маркер|маркеров|маркеров|NOUN|1054|81|2||||8|2.0
1065|нг|нестандартных граммем|нестандартных граммем|ABVR|1055|81|3|ABVR|12||2|1.0
1066|нестандартный|нестандартных|нестандартных|ADJF|1055|81|3|||12|2|1.0
1067|граммема|граммем|граммем|NOUN|1056|81|4|||12|6|2.0
1068|на|на|на|PRCL|1057|81|5|BADW|||14|1.0
1069|данный|данный|данный|ADJF|1058|81|6||||3|1.0
1070|момент|момент|момент|NOUN|1059|81|7||||1|1.0
1071|составляю|составляет|составляет|VERB|1060|81|8||||1|1.0
1072|16и|16 и|16 и|NUSR|1061|81|9|NUSR|13||1|1.0
1073|16|16|16|NUMB|1061|81|9|NUMB||13|1|1.0
1074|и|и|и|PRCL|1062|81|10|BADW||13|43|2.0
1075|большинство|большинство|большинство|NOUN|1063|81|11||||1|1.0
1076|из|из|из|PREP|1064|81|12|BADW|||13|2.0
1077|они|них|них|NPRO|1065|81|13|BADW|||1|1.0
1078|,|,|,|PNCT|1066|81|14|PNCT|||134|2.0
1079|если|если|если|CONJ|1067|81|15|BADW|||4|1.0
1080|не|не|не|PRCL|1068|81|16||||26|1.0
1081|состою|состоят|состоят|VERB|1069|81|17||||1|1.0
1082|из|из|из|PREP|1070|81|18|BADW|||13|2.0
1083|несколько|нескольких|нескольких|NUMR|1071|81|19||||3|1.0
1084|слово|слов|слов|NOUN|1072|81|20||||34|1.0
1085|,|,|,|PNCT|1073|81|21|PNCT|||134|2.0
1086|помимо|помимо|помимо|PREP|1074|81|22|BADW|||3|1.0
1087|маркер|маркера|маркера|NOUN|1075|81|23||||8|2.0
1088|имею|имеют|имеют|VERB|1076|81|24||||3|1.0
1089|ещё|ещё|ещё|ADVB|1077|81|25|BADW|||2|1.0
1090|и|и|и|PRCL|1078|81|26|BADW|||43|2.0
1091|обозначение|обозначение|обозначение|NOUN|1079|81|27||||3|1.0
1092|часть|части|части|NOUN|1080|81|28||||3|1.0
1093|речь|речи|речи|NOUN|1081|81|29||||2|1.0
1094|базовый|базовой|базовой|ADJF|1082|81|30||||2|1.0
1095|граммема|граммемы|граммемы|NOUN|1083|81|31||||6|2.0
1096|.|.|.|PNCT|1084|81|32|PNCT|||110|1.0
1097|обозначение|обозначение|Обозначение|NOUN|1085|82|1||||3|1.0
1098|совпадающий|совпадающих|совпадающих|PRTF|1086|82|2||||1|1.0
1099|маркер|маркеров|маркеров|NOUN|1087|82|3||||8|1.0
1100|нг|нестандартных граммем|нестандартных граммем|ABVR|1088|82|4|ABVR|14||2|1.0
1101|нестандартный|нестандартных|нестандартных|ADJF|1088|82|4|||14|2|1.0
1102|граммема|граммем|граммем|NOUN|1089|82|5|||14|6|1.0
1103|с|с|с|NOUN|1090|82|6|BADW|||25|1.0
1104|pymorphy2|pymorphy2|pymorphy2|LATN|1091|82|7|LATN|||4|1.0
1105|идентичен|идентично|идентично|ADJS|1092|82|8||||2|1.0
1106|,|,|,|PNCT|1093|82|9|PNCT|||134|1.0
1107|в|в|в|NOUN|1094|82|10|BADW|||50|1.0
1108|частность|частности|частности|NOUN|1095|82|11||||1|1.0
1109|.|.|.|PNCT|1096|82|12|PNCT|||110|1.0
1110|numb|numb|NUMB|LATN|1097|83|1|LATN|||2|1.0
1111|,|,|,|PNCT|1098|83|2|PNCT|||134|1.0
1112|число|число|число|NOUN|1099|83|3||||11|1.0
1113|.|.|.|PNCT|1100|83|4|PNCT|||110|1.0
1114|romn|romn|ROMN|LATN|1101|84|1|LATN|||2|1.0
1115|,|,|,|PNCT|1102|84|2|PNCT|||134|1.0
1116|римский|римское|римское|ADJF|1103|84|3||||1|1.0
1117|число|число|число|NOUN|1104|84|4||||11|1.0
1118|.|.|.|PNCT|1105|84|5|PNCT|||110|1.0
1119|unkn|unkn|UNKN|LATN|1106|85|1|LATN|||1|1.0
1120|,|,|,|PNCT|1107|85|2|PNCT|||134|1.0
1121|токен|токен|токен|UNKN|1108|85|3|UNKN|||1|1.0
1122|не|не|не|PRCL|1109|85|4||||26|1.0
1123|удался|удалось|удалось|VERB|1110|85|5||||1|1.0
1124|разобрать|разобрать|разобрать|INFN|1111|85|6||||1|1.0
1125|.|.|.|PNCT|1112|85|7|PNCT|||110|1.0
1126|к|к|К|NOUN|1113|86|1|BADW|||17|1.0
1127|слово|слову|слову|NOUN|1114|86|2||||34|1.0
1128|,|,|,|PNCT|1115|86|3|PNCT|||134|4.0
1129|для|для|для|PREP|1116|86|4|BADW|||12|1.0
1130|выражение|выражений|выражений|NOUN|1117|86|5||||12|1.0
1131|,|,|,|PNCT|1118|86|6|PNCT|||134|4.0
1132|содержащий|содержащих|содержащих|PRTF|1119|86|7||||1|1.0
1133|числовой|числовые|числовые|ADJF|1120|86|8||||4|1.0
1134|данные|данные|данные|NOUN|1121|86|9||||11|1.0
1135|,|,|,|PNCT|1122|86|10|PNCT|||134|4.0
1136|в|в|в|NOUN|1123|86|11|BADW|||50|1.0
1137|nrlpk|nrlpk|nrlpk|LATN|1124|86|12|LATN|||13|1.0
1138|,|,|,|PNCT|1125|86|13|PNCT|||134|4.0
1139|помимо|помимо|помимо|PREP|1126|86|14|BADW|||3|1.0
1140|numb|numb|NUMB|LATN|1127|86|15|LATN|||2|1.0
1141|и|и|и|PRCL|1128|86|16|BADW|||43|1.0
1142|romn|romn|ROMN|LATN|1129|86|17|LATN|||2|1.0
1143|дополнительно|дополнительно|дополнительно|ADVB|1130|86|18|BADW|||1|1.0
1144|используюсь|используются|используются|VERB|1131|86|19||||1|1.0
1145|следующий|следующие|следующие|ADJF|1132|86|20||||3|1.0
1146|маркер|маркеры|маркеры|NOUN|1133|86|21||||8|1.0
1147|.|.|.|PNCT|1134|86|22|PNCT|||110|1.0
1148|nusr|nusr|NUSR|LATN|1135|87|1|LATN|||5|1.0
1149|,|,|,|PNCT|1136|87|2|PNCT|||134|1.0
1150|выражение|выражение|выражение|NOUN|1137|87|3||||12|1.0
1151|содержу|содержит|содержит|VERB|1138|87|4||||3|1.0
1152|один|одно|одно|ADJF|1139|87|5||||3|1.0
1153|или|или|или|CONJ|1140|87|6|BADW|||9|1.0
1154|несколько|несколько|несколько|NUMR|1141|87|7||||3|1.0
1155|числовой|числовых|числовых|ADJF|1142|87|8||||4|1.0
1156|данные|данных|данных|NOUN|1143|87|9||||11|1.0
1157|.|.|.|PNCT|1144|87|10|PNCT|||110|1.0
1158|math|math|MATH|LATN|1145|88|1|LATN|||1|1.0
1159|,|,|,|PNCT|1146|88|2|PNCT|||134|1.0
1160|выражение|выражение|выражение|NOUN|1147|88|3||||12|1.0
1161|содержу|содержит|содержит|VERB|1148|88|4||||3|1.0
1162|математический|математическую|математическую|ADJF|1149|88|5||||1|1.0
1163|формула|формулу|формулу|NOUN|1150|88|6||||1|1.0
1164|.|.|.|PNCT|1151|88|7|PNCT|||110|1.0
1165|что|что|Что|PRCL|1152|89|1|BADW|||9|1.0
1166|такой|такое|такое|ADJF|1153|89|2|BADW|||3|1.0
1167|ключевой|ключевое|ключевое|ADJF|1154|89|3||||11|1.0
1168|слово|слово|слово|NOUN|1155|89|4||||34|2.0
1169|,|,|,|PNCT|1156|89|5|PNCT|||134|1.0
1170|состоящий|состоящее|состоящее|PRTF|1157|89|6||||1|1.0
1171|из|из|из|PREP|1158|89|7|BADW|||13|1.0
1172|несколько|нескольких|нескольких|NUMR|1159|89|8||||3|1.0
1173|слово|слов|слов|NOUN|1160|89|9||||34|2.0
1174|.|.|.|PNCT|1161|89|10|PNCT|||110|1.0
1175|на|на|На|PRCL|1162|90|1|BADW|||14|1.0
1176|пример|примере|примере|NOUN|1163|90|2||||2|1.0
1177|nusr|nusr|NUSR|LATN|1164|90|3|LATN|||5|1.0
1178|.|.|.|PNCT|1165|90|4|PNCT|||110|1.0
1179|если|если|если|CONJ|1166|91|1|BADW|||4|1.0
1180|в|в|в|NOUN|1167|91|2|BADW|||50|1.0
1181|текст|тексте|тексте|NOUN|1168|91|3||||28|1.0
1182|стоило|стоит|стоит|VERB|1169|91|4||||2|1.0
1183|25.02.2020|25 февраля 2020 года|25 февраля 2020 года|NUSR|1170|91|5|NUSR|15||3|3.0
1184|25|25|25|NUMB|1170|91|5|NUMB||15|6|2.0
1185|февраль|февраля|февраля|NOUN|1171|91|6|||15|4|2.0
1186|2020|2020|2020|NUMB|1172|91|7|NUMB||15|4|2.0
1187|год|года|года|NOUN|1173|91|8|||15|4|2.0
1188|,|,|,|PNCT|1174|91|9|PNCT|||134|3.0
1189|тот|то|то|ADJF|1175|91|10|BADW|||9|1.0
1190|и|и|и|PRCL|1176|91|11|BADW|||43|2.0
1191|ключевой|ключевое|ключевое|ADJF|1177|91|12||||11|1.0
1192|слово|слово|слово|NOUN|1178|91|13||||34|1.0
1193|есть|будет|будет|VERB|1179|91|14|BADW|||8|1.0
1194|25.02.2020|25 февраля 2020 года|25 февраля 2020 года|NUSR|1180|91|15|NUSR|16||3|3.0
1195|25|25|25|NUMB|1180|91|15|NUMB||16|6|2.0
1196|февраль|февраля|февраля|NOUN|1181|91|16|||16|4|2.0
1197|2020|2020|2020|NUMB|1182|91|17|NUMB||16|4|2.0
1198|год|года|года|NOUN|1183|91|18|||16|4|2.0
1199|,|,|,|PNCT|1184|91|19|PNCT|||134|3.0
1200|с|с|с|NOUN|1185|91|20|BADW|||25|1.0
1201|лемма|леммой|леммой|NOUN|1186|91|21||||3|1.0
1202|25.02.2020|25.02.2020|25.02.2020|NUSR|1187|91|22|NUSR|||3|3.0
1203|,|,|,|PNCT|1188|91|23|PNCT|||134|3.0
1204|граммема|граммемой|граммемой|NOUN|1189|91|24||||6|1.0
1205|nusr|nusr|NUSR|LATN|1190|91|25|LATN|||5|2.0
1206|и|и|и|PRCL|1191|91|26|BADW|||43|2.0
1207|маркер|маркером|маркером|NOUN|1192|91|27||||8|1.0
1208|nusr|nusr|NUSR|LATN|1193|91|28|LATN|||5|2.0
1209|.|.|.|PNCT|1194|91|29|PNCT|||110|1.0
1210|однако|однако|однако|CONJ|1195|92|1|BADW|||1|1.0
1211|,|,|,|PNCT|1196|92|2|PNCT|||134|4.0
1212|если|если|если|CONJ|1197|92|3|BADW|||4|1.0
1213|в|в|в|NOUN|1198|92|4|BADW|||50|1.0
1214|текст|тексте|тексте|NOUN|1199|92|5||||28|1.0
1215|стоило|стоит|стоит|VERB|1200|92|6||||2|1.0
1217|25|25|25|NUMB|1201|92|7|NUMB||17|6|2.0
1216|2ф2г|25 февраля 2020 года|25 февраля 2020 года|WIQM|1201|92|7|WIQM|17||3|3.0
1218|февраль|февраля|февраля|NOUN|1202|92|8|||17|4|2.0
1219|2020|2020|2020|NUMB|1203|92|9|NUMB||17|4|2.0
1220|год|года|года|NOUN|1204|92|10|||17|4|2.0
1221|,|,|,|PNCT|1205|92|11|PNCT|||134|4.0
1222|тот|то|то|ADJF|1206|92|12|BADW|||9|1.0
1223|ключевой|ключевое|ключевое|ADJF|1207|92|13||||11|1.0
1224|слово|слово|слово|NOUN|1208|92|14||||34|1.0
1225|есть|будет|будет|VERB|1209|92|15|BADW|||8|1.0
1227|25|25|25|NUMB|1210|92|16|NUMB||18|6|2.0
1226|2ф2г|25 февраля 2020 года|25 февраля 2020 года|WIQM|1210|92|16|WIQM|18||3|3.0
1228|февраль|февраля|февраля|NOUN|1211|92|17|||18|4|2.0
1229|2020|2020|2020|NUMB|1212|92|18|NUMB||18|4|2.0
1230|год|года|года|NOUN|1213|92|19|||18|4|2.0
1231|,|,|,|PNCT|1214|92|20|PNCT|||134|4.0
1232|с|с|с|NOUN|1215|92|21|BADW|||25|1.0
1233|лемма|леммой|леммой|NOUN|1216|92|22||||3|1.0
1234|2ф2г|2ф2г|2ф2г|NUSR|1217|92|23|NUSR|||3|3.0
1235|,|,|,|PNCT|1218|92|24|PNCT|||134|4.0
1236|граммема|граммемой|граммемой|NOUN|1219|92|25||||6|1.0
1237|wiqm|wiqm|WIQM|LATN|1220|92|26|LATN|||2|2.0
1238|и|и|и|PRCL|1221|92|27|BADW|||43|1.0
1239|маркер|маркером|маркером|NOUN|1222|92|28||||8|1.0
1240|wiqm|wiqm|WIQM|LATN|1223|92|29|LATN|||2|2.0
1241|.|.|.|PNCT|1224|92|30|PNCT|||110|1.0
1242|если|если|если|CONJ|1225|93|1|BADW|||4|1.0
1243|в|в|в|NOUN|1226|93|2|BADW|||50|4.0
1244|текст|тексте|тексте|NOUN|1227|93|3||||28|1.0
1245|есть|будет|будет|VERB|1228|93|4|BADW|||8|2.0
1247|25|25|25|NUMB|1229|93|5|NUMB||19|6|2.0
1246|25т|25 тонн|25 тонн|NUSR|1229|93|5|NUSR|19||1|1.0
1248|тонна|тонн|тонн|NOUN|1230|93|6|||19|2|2.0
1249|,|,|,|PNCT|1231|93|7|PNCT|||134|3.0
1250|тот|то|то|ADJF|1232|93|8|BADW|||9|1.0
1251|и|и|и|PRCL|1233|93|9|BADW|||43|2.0
1252|в|в|в|NOUN|1234|93|10|BADW|||50|4.0
1253|ключ|ключе|ключе|NOUN|1235|93|11||||10|1.0
1254|мы|мы|мы|NPRO|1236|93|12|BADW|||1|1.0
1255|увидел|увидим|увидим|VERB|1237|93|13||||1|1.0
1257|25|25|25|NUMB|1238|93|14|NUMB||20|6|2.0
1256|2т|25 тонн|25 тонн|WIQM|1238|93|14|WIQM|20||2|2.0
1258|тонна|тонн|тонн|NOUN|1239|93|15|||20|2|2.0
1259|,|,|,|PNCT|1240|93|16|PNCT|||134|3.0
1260|с|с|с|NOUN|1241|93|17|BADW|||25|1.0
1261|лемма|леммой|леммой|NOUN|1242|93|18||||3|1.0
1262|2т|2т|2т|NUSR|1243|93|19|NUSR|||2|2.0
1263|,|,|,|PNCT|1244|93|20|PNCT|||134|3.0
1264|где|где|где|CONJ|1245|93|21|BADW|||1|1.0
1265|в|в|в|NOUN|1246|93|22|BADW|||50|4.0
1266|качество|качестве|качестве|NOUN|1247|93|23||||13|2.0
1267|в|в|в|NOUN|1248|93|24|BADW|||50|4.0
1268|качество|качестве|качестве|NOUN|1249|93|25||||13|2.0
1269|граммема|граммемы|граммемы|NOUN|1250|93|26||||6|1.0
1270|и|и|и|PRCL|1251|93|27|BADW|||43|2.0
1271|маркер|маркера|маркера|NOUN|1252|93|28||||8|1.0
1272|также|также|также|PRCL|1253|93|29|BADW|||1|1.0
1273|есть|будет|будет|VERB|1254|93|30|BADW|||8|2.0
1274|nusr|nusr|NUSR|LATN|1255|93|31|LATN|||5|1.0
1275|.|.|.|PNCT|1256|93|32|PNCT|||110|1.0
1276|зачем|зачем|Зачем|ADVB|1257|94|1|BADW|||1|1.0
1277|понадобился|понадобилась|понадобилась|VERB|1258|94|2||||1|1.0
1278|статистика|статистика|статистика|NOUN|1259|94|3||||4|1.0
1279|describe|describe|describe|LATN|1260|94|4|LATN|||1|1.0
1280|к|к|к|NOUN|1261|94|5|BADW|||17|1.0
1281|слово|словам|словам|NOUN|1262|94|6||||34|1.0
1282|и|и|и|PRCL|1263|94|7|BADW|||43|1.0
1283|ключ|ключам|ключам|NOUN|1264|94|8||||10|1.0
